geneid	taxid	symbol	Full_name_from_nomenclature_authority
48935	7227	l(3)87Dd	-
48936	7227	l(3)87Eb	-
48937	7227	l(3)87Ec	-
48938	7227	l(3)87Ee	-
48939	7227	l(3)87Ef	-
48940	7227	l(3)89Aa	-
48941	7227	l(3)92Aa	-
48942	7227	l(3)93Ba	-
48943	7227	l(3)93Bb	-
48944	7227	l(3)93Ca	-
48945	7227	l(3)93Cb	-
48946	7227	l(3)93Cc	-
48947	7227	l(3)93Cd	-
48948	7227	l(3)93Da	-
48949	7227	l(3)93Db	-
48950	7227	l(3)93Dc	-
48951	7227	l(3)93Dd	-
48952	7227	l(3)93Df	-
48953	7227	l(3)93Dg	-
48954	7227	l(3)93Dh	-
48955	7227	l(3)93Di	-
48956	7227	l(3)93Fa	-
48957	7227	l(3)93Fb	-
48958	7227	l(3)93Fc	-
48959	7227	l(3)SG58	-
48960	7227	M(2)56F	-
48961	7227	M(3)82BC	-
48962	7227	M(3)99B	-
48963	7227	M(3)99E	-
48964	7227	mat(2)ea-A	-
48965	7227	mc	-
48966	7227	mit(1)20	-
48967	7227	ms(1)19E	-
48968	7227	ms(1)V1	-
48970	7227	mus106	-
48971	7227	Atpalpha	Na pump alpha subunit
48973	7227	Src64B	Src oncogene at 64B
48975	7227	Su(Gl)27	-
48976	7227	Su(var)3-5	-
48977	7227	Su(var)309	-
48979	7227	l(2)43Ba	-
48981	7227	l(2)43Bd	-
48982	7227	l(2)43Cb	-
48983	7227	l(2)43Cc	-
48984	7227	l(2)43Da	-
48985	7227	l(2)43Db	-
48986	7227	boca	-
48989	7227	l(2)43Ef	-
48990	7227	l(2)43Eg	-
48991	7227	l(2)43Eh	-
48992	7227	l(2)57Aa	-
48993	7227	l(2)57Ab	-
48994	7227	l(2)57Ac	-
48995	7227	l(2)57Ad	-
48996	7227	l(2)57Ae	-
48997	7227	l(2)57Af	-
48998	7227	l(2)57Ag	-
48999	7227	fs(2)sun	-
49000	7227	l(2)51F	-
49001	7227	l(2)52AD	-
49002	7227	l(3)84Ea	-
49003	7227	l(3)84Eb	-
49004	7227	l(3)84Ec	-
49005	7227	l(3)84Ed	-
49006	7227	l(3)84Ee	-
49007	7227	l(3)84Ef	-
49008	7227	l(3)84Eg	-
49009	7227	l(3)84Ei	-
49011	7227	l(3)84Fb	-
49012	7227	l(3)84Fc	-
49013	7227	l(3)84Fd	-
49014	7227	l(3)84Fe	-
49015	7227	l(3)93Bc	-
49016	7227	l(3)93Bd	-
49017	7227	l(3)93Be	-
49018	7227	l(3)93Bf	-
49019	7227	l(3)93Bg	-
49020	7227	l(3)93Bh	-
49022	7227	fs(1)201	-
49023	7227	fs(1)2448	-
49028	7227	l(3)89Ca	-
49029	7227	l(3)89Cb	-
49030	7227	l(3)89Cc	-
49031	7227	l(3)89Cd	-
49032	7227	l(3)89Da	-
49033	7227	l(3)89Db	-
49034	7227	l(3)89Dc	-
49035	7227	l(3)89Ef	-
49036	7227	l(3)89Eg	-
49037	7227	l(3)89Eh	-
49038	7227	l(3)89Ei	-
49039	7227	l(3)89Ej	-
49040	7227	l(3)91Ca	-
49041	7227	l(3)91Cb	-
49042	7227	l(3)91Cd	-
49043	7227	fs(2)ltoRU26	-
49044	7227	fs(2)ltoPI23	-
49045	7227	Gprk2	G protein-coupled receptor kinase 2
49046	7227	l(3)88Bb	-
49047	7227	l(3)88Bc	-
49048	7227	l(3)88Bd	-
49049	7227	Su(var)204	-
49050	7227	l(1)17Ae	-
49051	7227	l(1)17Ca	-
49052	7227	l(1)17Cb	-
49053	7227	E(var)55	-
49054	7227	l(1)10Cg	-
49055	7227	l(1)10Ch	-
49056	7227	l(1)10Dd	-
49057	7227	l(1)11Ag	-
49058	7227	l(1)11Ah	-
49059	7227	l(1)11Ai	-
49060	7227	l(1)10Ea	-
49061	7227	l(2)25Bg	-
49062	7227	l(2)25Cg	-
49063	7227	l(2)25Ea	-
49064	7227	l(2)37Fh	-
49065	7227	l(2)52Db	-
49066	7227	l(2)52Dc	-
49067	7227	l(2)57Df	-
49070	7227	Mbs	Myosin binding subunit
49071	7227	l(3)85Ai	-
49072	7227	l(3)89Ee	-
49073	7227	l(3)89Ea	-
49074	7227	Mst59Da	-
49075	7227	Mst59Db	-
49076	7227	Mst59Dc	-
49077	7227	CSN8	COP9 signalosome subunit 8
49078	7227	dsx-c35A	-
49080	7227	epsilonTry	epsilonTrypsin
49081	7227	l(1)291-44	-
49082	7227	l(1)294-31	-
49084	7227	ms(2)42D	-
49085	7227	ms(3)90E	-
49088	7227	ms(2)30C	-
49089	7227	ms(3)73D	-
49090	7227	RyR	Ryanodine receptor
49100	7227	l(3)A519.1F3	-
49103	7227	E(Egfr)B56	-
49105	7227	rdgG	-
49108	7227	dsx-c21C	-
49109	7227	E(var)26A	-
49110	7227	E(var)88D	-
49111	7227	E(w[a])	-
49112	7227	l(1)adl16	-
49113	7227	fs(1)A456	-
49114	7227	fs(1)A147	-
49115	7227	fs(1)M43	-
49116	7227	Fs(3)Apc	-
49117	7227	Fs(3)Ava	-
49119	7227	l(1)devl	-
49120	7227	l(1)10Ah	-
49121	7227	l(1)10Bj	-
49122	7227	l(1)10Bk	-
49123	7227	l(1)10Bl	-
49124	7227	l(1)10Fh	-
49125	7227	l(1)10Fi	-
49126	7227	l(1)10Fj	-
49127	7227	l(1)11Da	-
49128	7227	l(1)11Db	-
49129	7227	l(1)11Dc	-
49130	7227	l(1)11Eb	-
49131	7227	l(1)11Ec	-
49132	7227	l(1)11Ed	-
49133	7227	l(1)11Ee	-
49134	7227	l(1)11Ef	-
49135	7227	l(1)14Cb	-
49136	7227	l(1)14DEa	-
49137	7227	l(1)14DEb	-
49138	7227	l(1)14DEc	-
49139	7227	l(1)15Ab	-
49140	7227	l(1)air16	-
49141	7227	l(1)ESHS1	-
49142	7227	l(1)ESHS6	-
49143	7227	l(1)ESHS7	-
49144	7227	l(1)ESHS8	-
49145	7227	l(1)ESHS9	-
49146	7227	l(1)ESHS12	-
49147	7227	l(1)ESHS13	-
49148	7227	l(1)ESHS18	-
49149	7227	l(1)ESHS19	-
49150	7227	l(1)ESHS36	-
49151	7227	l(1)ESHS37	-
49152	7227	l(1)ESHS38	-
49153	7227	l(1)ESHS39	-
49154	7227	l(1)VA335	-
49155	7227	l(2)21Ba	-
49156	7227	l(2)21Bb	-
49157	7227	l(2)21Bd	-
49158	7227	l(2)21Da	-
49159	7227	l(2)21Db	-
49160	7227	l(2)21Dc	-
49161	7227	l(2)21Dd	-
49162	7227	l(2)21De	-
49163	7227	l(2)21Df	-
49164	7227	l(2)21Dg	-
49165	7227	Cyp303a1	-
49168	7227	l(2)37Cc	lethal (2) 37Cc
49172	7227	l(2)49Fa	-
49173	7227	l(2)49Fb	-
49175	7227	l(2)49Fg	-
49176	7227	l(2)49Fh	-
49177	7227	l(2)49Fi	-
49178	7227	l(2)49Fj	-
49179	7227	l(2)49Fl	-
49180	7227	l(2)49Fm	-
49181	7227	l(2)57Dc	-
49182	7227	l(2)57Dd	-
49183	7227	l(2)57De	-
49184	7227	l(2)57Ec	-
49185	7227	l(3)62Bb	-
49186	7227	l(3)62Bc	-
49188	7227	l(3)62Da	-
49189	7227	l(3)68Cb	-
49190	7227	l(3)68Cc	-
49191	7227	l(3)85Ad	-
49192	7227	l(3)85Ae	-
49193	7227	l(3)85Af	-
49194	7227	l(3)85Ag	-
49195	7227	l(3)85Eb	-
49196	7227	l(3)85Ec	-
49197	7227	l(3)85Ed	-
49198	7227	l(3)87Bh	-
49199	7227	l(3)87Bi	-
49200	7227	l(3)87Bj	-
49201	7227	l(3)87Bk	-
49202	7227	l(3)87Bl	-
49203	7227	l(3)87Bm	-
49204	7227	l(3)87Eh	-
49205	7227	l(3)87Ei	-
49206	7227	l(3)91Ff	-
49207	7227	l(3)96Fa	-
49208	7227	l(3)96Fb	-
49209	7227	l(3)96Fc	-
49210	7227	l(3)99Da	-
49211	7227	l(3)99Db	-
49212	7227	l(3)99Dc	-
49213	7227	l(3)99Dd	-
49214	7227	l(3)99De	-
49215	7227	l(3)99Df	-
49216	7227	l(3)99Dg	-
49217	7227	l(3)99Dh	-
49218	7227	l(3)99Di	-
49219	7227	l(3)99Dj	-
49220	7227	l(3)99Ea	-
49221	7227	l(3)DTS4	-
49222	7227	M(2)58F	-
49224	7227	fs(2)51Fb	-
49225	7227	fs(2)abc	-
49226	7227	mat(2)twg	-
49227	7227	mfs(3)73A	-
49228	7227	mod(mdg4)	modifier of mdg4
49229	7227	ms(1)19Fa	-
49230	7227	ms(1)19Fb	-
49231	7227	ms(1)19Fc	-
49232	7227	ms(1)19Fd	-
49233	7227	ms(1)20Aa	-
49234	7227	ms(1)20Ab	-
49235	7227	ms(1)V73	-
49237	7227	ms(2)38C	-
49241	7227	rec	recombination-defective
49242	7227	Su(Pc)37D	-
49243	7227	Su(var)2-4	-
49248	7227	fs(2)mel1	-
49249	7227	fs(2)mel2	-
49250	7227	fs(2)mel3	-
49251	7227	fs(2)mel4	-
49252	7227	fs(2)mel5	-
49253	7227	fs(2)mel6	-
49254	7227	fs(2)mel7	-
49255	7227	ms(2)35Eb	-
49256	7227	l(2)60Ca	-
49257	7227	l(2)60Cc	-
49258	7227	l(2)60Cd	-
49259	7227	l(2)60Cb	-
49260	7227	Pp1-87B	Protein phosphatase 1 at 87B
49261	7227	l(2)51Da	-
49262	7227	l(2)51Db	-
49263	7227	l(2)51Dc	-
49264	7227	l(2)51Ea	-
49265	7227	l(2)51Eb	-
49266	7227	l(3)84Fh	-
49268	7227	l(3)84Fj	-
49269	7227	l(4)102ABd	-
49270	7227	l(4)102CDc	-
49271	7227	l(4)102CDd	-
49272	7227	l(4)102CDe	-
49273	7227	l(4)102CDf	-
49275	7227	l(4)102EFa	-
49276	7227	l(4)102CDi	-
49277	7227	l(4)102CDj	-
49278	7227	l(4)102ABe	-
49279	7227	l(4)102CDk	-
49280	7227	l(4)102CDl	-
49281	7227	l(4)102CDb	-
49282	7227	l(4)102ABh	-
49283	7227	l(4)102ABf	-
49284	7227	l(4)102ABg	-
49285	7227	l(4)102ABi	-
49287	7227	l(4)102EFf	-
49288	7227	l(4)102EFd	-
49289	7227	l(4)102CDm	-
49290	7227	l(4)102CDn	-
49291	7227	l(4)102CDo	-
49292	7227	l(4)102CDp	-
49293	7227	l(4)102CDq	-
49294	7227	l(4)102CDt	-
49295	7227	l(4)102CDu	-
49296	7227	l(4)102CDv	-
49297	7227	SERCA	Sarco/endoplasmic reticulum Ca(2+)-ATPase
49298	7227	Fs(1)10A	-
49299	7227	ms(1)10A	-
49300	7227	l(2)56Fb	-
49301	7227	l(2)56Fd	-
49302	7227	l(2)56Fe	-
49303	7227	l(2)56Ff	-
49304	7227	l(2)56Fg	-
49305	7227	l(3)85Da	-
49306	7227	l(3)85Dd	-
49307	7227	l(3)85De	-
49308	7227	l(3)85Df	-
49309	7227	l(3)85Dg	-
49310	7227	l(3)85Dh	-
49311	7227	l(3)85Di	-
49312	7227	l(3)85Dj	-
49313	7227	l(3)89Bd	-
49314	7227	l(3)89Be	-
49315	7227	l(3)89Bf	-
49316	7227	l(3)89Bg	-
49317	7227	l(3)89Bh	-
49318	7227	l(3)89Bi	-
49319	7227	l(3)89Bj	-
49320	7227	l(3)89Bk	-
49321	7227	l(3)89Bl	-
49322	7227	l(3)62Cb	-
49325	7227	E(var)25F	-
49326	7227	E(var)43A	-
49327	7227	su(fa[swb])	-
49329	7227	l(1)10Aj	-
49330	7227	l(1)10Bo	-
49331	7227	l(2)24EFa	-
49332	7227	l(2)24EFb	-
49333	7227	l(2)24EFc	-
49334	7227	l(2)24EFd	-
49335	7227	l(2)24EFe	-
49336	7227	l(2)24EFf	-
49337	7227	l(2)24EFg	-
49338	7227	l(2)36Db	-
49339	7227	l(2)52ACa	-
49340	7227	l(2)52ACb	-
49341	7227	l(2)52ACc	-
49342	7227	l(2)52ACd	-
49343	7227	l(2)52ACe	-
49344	7227	l(2)52ACf	-
49345	7227	l(2)52ACg	-
49346	7227	l(2)52ACh	-
49347	7227	l(3)72De	-
49348	7227	l(3)72Df	-
49349	7227	l(3)72Dg	-
49351	7227	l(3)72Di	-
49354	7227	l(3)72Dm	-
49356	7227	l(3)73Bd	-
49357	7227	l(3)85Aj	-
49358	7227	M(3)65F	-
49359	7227	l(3)88Ac	-
49360	7227	l(3)96Fe	-
49361	7227	l(3)96Ff	-
49362	7227	fs(2)lto3	-
49363	7227	l(3)AFA17	-
49364	7227	l(1)291-69	-
49365	7227	l(1)304-69	-
49405	7227	l(3)A164.1M3	-
49406	7227	myoblast-specific	-
49407	7227	E(Egfr)C22	-
49411	7227	fcl	-
49412	7227	fs(1)K1563	-
49413	7227	Go	-
49414	7227	l(1)10Bg	-
49415	7227	l(1)10Bm	-
49416	7227	l(1)ESHS10	-
49417	7227	l(1)ESHS11	-
49418	7227	l(1)ESHS44	-
49419	7227	l(1)ESHS45	-
49420	7227	l(1)ESHS46	-
49421	7227	l(1)ESHS49	-
49422	7227	l(1)ESHS50	-
49423	7227	l(1)ESHS51	-
49424	7227	CIAPIN1	CIAPIN1 ortholog
49425	7227	mRpL4	mitochondrial ribosomal protein L4
49427	7227	l(2)37Bb	lethal (2) 37Bb
49429	7227	l(2)57Ba	-
49430	7227	l(2)57Bb	-
49431	7227	l(2)57Bc	-
49432	7227	l(2)57Bd	-
49433	7227	l(3)67BDa	-
49435	7227	l(3)67BDc	-
49436	7227	l(3)67BDd	-
49437	7227	l(3)67BDe	-
49438	7227	l(3)67BDf	-
49439	7227	l(3)67BDg	-
49440	7227	l(3)67BDh	-
49441	7227	l(3)67BDi	-
49442	7227	l(3)67BDj	-
49444	7227	l(3)67BDl	-
49445	7227	l(3)67BDm	-
49446	7227	l(3)67BDn	-
49448	7227	l(3)67BDq	-
49450	7227	l(3)84Bb	-
49451	7227	l(3)84Bc	-
49452	7227	l(3)84Cb	-
49454	7227	l(3)84Ce	-
49456	7227	l(3)87Ej	-
49458	7227	l(3)91Fa	-
49459	7227	l(3)91Fb	-
49460	7227	l(3)91Fc	-
49461	7227	l(3)91Fe	-
49462	7227	M(3)100CF	-
49463	7227	mat(2)cell-F	-
49464	7227	mat(2)cell-K	-
49466	7227	Su(var)2-8	-
49472	7227	l(2)60Da	-
49473	7227	l(2)60Db	-
49474	7227	l(2)60Dc	-
49475	7227	l(2)60Dd	-
49476	7227	l(2)60De	-
49477	7227	l(2)60Df	-
49478	7227	l(2)60Dg	-
49479	7227	fs(2)43Ei	-
49480	7227	l(3)84Da	-
49481	7227	l(3)84Db	-
49482	7227	l(3)84Dc	-
49483	7227	l(3)84Dd	-
49484	7227	l(3)84Fk	-
49485	7227	l(3)84Fl	-
49486	7227	l(3)84Fm	-
49492	7227	l(1)air14	-
49493	7227	l(1)air15	-
49495	7227	l(3)85Db	-
49496	7227	l(3)85Dc	-
49497	7227	l(3)85Fa	-
49498	7227	l(3)85Fb	-
49499	7227	l(3)85Fc	-
49500	7227	l(3)85Fd	-
49501	7227	l(3)89Ba	-
49502	7227	l(3)89Bb	-
49503	7227	l(3)89Bc	-
49504	7227	fs(2)ltoRV64	-
49505	7227	fs(2)ltoPP43	female sterile (2) ltoPP43
49506	7227	fs(2)ltoRM7	-
49507	7227	fs(2)ltoQE45	-
49508	7227	fs(2)ltoHC44	-
49509	7227	Su(var)2-1	-
49511	7227	E(var)28AB	-
49512	7227	E(var)29BD	-
49513	7227	E(var)33AD	-
49514	7227	E(var)36AE	-
49515	7227	l(1)10Bn	-
49518	7227	l(3)85Fe	-
49519	7227	l(3)85Ff	-
49520	7227	l(3)85Fg	-
49521	7227	l(3)85Fh	-
49522	7227	l(3)85Eh	-
49523	7227	l(3)85Ei	-
49524	7227	l(3)85Ej	-
49526	7227	l(1)291-53	-
49527	7227	l(1)294-16	-
49528	7227	l(1)302-11	-
49529	7227	ms(2)35Ci	male sterile (2) 35Ci
49530	7227	ms(3)72D	-
49576	7227	E(var)87F	-
49577	7227	l(1)10Bh	-
49578	7227	l(1)ESHS47	-
49579	7227	l(3)62Bi	-
49580	7227	Invadolysin	-
49581	7227	mat(2)cell-J	-
49582	7227	Su(var)3-4	-
49583	7227	Su(var)3-11	-
49584	7227	Su(var)3-13	-
49585	7227	Su(var)3-14	-
49586	7227	Su(var)2-12	-
49596	7227	fs(1)gammaa6	-
49597	7227	fs(1)gammaa7	-
49598	7227	fs(1)gammaa8	-
49599	7227	fs(2)ltoHM11	-
49600	7227	fs(2)ltoRN73	-
49601	7227	fs(2)ltoDC37	-
49602	7227	csk	-
49603	7227	l(3)62Bh	-
49604	7227	l(3)62Bj	-
49605	7227	l(2)10610	-
49636	7227	hrg	hiiragi
49637	7227	sag	-
49638	7227	drm	drumstick
49640	7227	txl	-
49641	7227	olfA	-
49643	7227	r(alphaGPDH)	-
49644	7227	Su(var)3-10	-
49648	7227	fs(1)gammab3	-
49649	7227	fs(1)gammab4	-
49650	7227	fs(2)ltoAHK35	-
49651	7227	fs(2)ltoDG25	-
49652	7227	fs(2)ltoAPV63	-
49701	7227	gish	gilgamesh
49712	7227	Wow	-
49713	7227	alpha-catenin-related	alpha-catenin related
49714	7227	inaB	-
49715	7227	Su(var)3-12	-
49723	7227	l(1)90	-
49724	7227	CU31.4	-
49726	7227	E(var)100C-F	-
49727	7227	Mu(f[3N])	-
49729	7227	l(1)5Aa	-
49730	7227	l(1)5Da	-
49731	7227	l(1)7Ci	-
49732	7227	l(1)7Da	-
49736	7227	fs(1)ne2	-
49737	7227	l(1)5CDa	-
49739	7227	l(1)4Ca	-
49740	7227	l(1)4Da	-
49741	7227	l(1)5ACa	-
49742	7227	l(1)5ACb	-
49743	7227	l(1)5AEa	-
49744	7227	l(1)5DEa	-
49747	7227	l(3)Lak	-
49751	7227	l(2)25Eg	-
49752	7227	l(1)11Fc	-
49753	7227	l(1)12Ba	-
49756	7227	l(1)16Cb	-
49762	7227	l(3)87Df	lethal (3) 87Df
49765	7227	l(2)k09810	-
49768	7227	l(1)11BEa	-
49779	7227	PpD3	Protein phosphatase D3
49780	7227	PpD6	Protein phosphatase D6
49802	7227	IM2	Immune induced molecule 2
49803	7227	Spn55B	Serpin 55B
49804	7227	Spn88Ea	Serpin 88Ea
49805	7227	Spn42Da	Serpin 42Da
49806	7227	Spn38F	Serpin 38F
49807	7227	Spn28F	Serpin 28F
49808	7227	Spn42Dd	Serpin 42Dd
49809	7227	Rbp2	RNA-binding protein 2
49815	7227	Cht4	Chitinase 4
49816	7227	CycK	Cyclin K
49821	7227	EbpIII	Ejaculatory bulb protein III
49847	7227	Cyp6a22	-
49892	7227	Fis1	-
49893	7227	CG17508	-
49895	7227	CG17018	-
49952	7227	CG17450	-
49953	7227	GCS2alpha	Glucosidase 2 alpha subunit
49968	7227	Cadps	Calcium-dependent secretion activator
49992	7227	CG15219	-
49997	7227	CG11052	-
50001	7227	CG15864	-
50002	7227	COX7A	Cytochrome c oxidase subunit 7A
50003	7227	CG45263	-
50005	7227	CG8369	-
50007	7227	CG11985	-
50022	7227	Hsp70Bbb	-
50024	7227	CG11686	-
50026	7227	CG14374	-
50032	7227	CG42500	-
50039	7227	CG34281	-
50042	7227	CG14310	-
50044	7227	CG17193	-
50048	7227	CG15922	-
50050	7227	CG17278	-
50055	7227	CG5791	-
50061	7227	CG13841	-
50068	7227	CG33111	-
50070	7227	mask	multiple ankyrin repeats single KH domain
50072	7227	CG42812	-
50073	7227	CG13631	-
50074	7227	CG13643	-
50075	7227	CG14545	-
50079	7227	CG6503	-
50080	7227	CG14244	-
50082	7227	CG3348	-
50092	7227	CheB98a	Chemosensory protein A 98a
50096	7227	Spase12	Spase 12-subunit
50101	7227	CG18672	-
50102	7227	CG18673	-
50105	7227	CG32428	-
50107	7227	CG4186	-
50109	7227	CG13255	-
50110	7227	CG11458	-
50121	7227	CG11666	-
50122	7227	CG15461	-
50123	7227	CG15456	-
50124	7227	CG15458	-
50126	7227	IM4	Immune induced molecule 4
50129	7227	CG30222	-
50133	7227	CG13551	-
50139	7227	CG12848	-
50143	7227	e(y)2b	enhancer of yellow 2b
50147	7227	CG9445	-
50149	7227	CG30158	-
50152	7227	CG11373	-
50157	7227	CG12589	-
50160	7227	CG14645	-
50161	7227	CG12483	-
50167	7227	CG14974	-
50169	7227	CG18675	-
50170	7227	Teh3	tipE homolog 3
50172	7227	CG15024	-
50178	7227	ND-B8	NADH dehydrogenase (ubiquinone) B8 subunit
50188	7227	CG15386	-
50190	7227	Nplp4	Neuropeptide-like precursor 4
50191	7227	CG15353	-
50192	7227	CG15357	-
50196	7227	CG5011	-
50198	7227	CG13946	-
50202	7227	CG15126	-
50203	7227	CG15127	-
50205	7227	CG16926	-
50206	7227	CG15068	-
50207	7227	CG15065	-
50208	7227	CG16836	-
50209	7227	IM3	Immune induced molecule 3
50210	7227	Tango8	Transport and Golgi organization 8
50216	7227	CG15919	-
50220	7227	CG12853	-
50224	7227	CG13018	-
50225	7227	Prosap	-
50227	7227	CG17059	-
50228	7227	CG17580	-
50236	7227	CG18336	-
50237	7227	CG13230	-
50246	7227	COX7C	Cytochrome c oxidase subunit 7C
50250	7227	CG14767	-
50251	7227	CG17977	-
50252	7227	CG30377	-
50253	7227	Atg10	Autophagy-related 10
50257	7227	karr	-
50259	7227	CG14104	-
50263	7227	geko	-
50266	7227	CG7630	-
50267	7227	CG13056	-
50268	7227	CG13038	-
50270	7227	CG13066	-
50271	7227	CG13069	-
50274	7227	CG13053	-
50281	7227	BobA	Brother of Bearded A
50282	7227	CG13465	-
50285	7227	CG8750	-
50286	7227	Nplp2	Neuropeptide-like precursor 2
50287	7227	CG14113	-
50289	7227	CG12521	-
50290	7227	CG14132	-
50296	7227	dpr6	defective proboscis extension response 6
50300	7227	CG13315	-
50301	7227	CG13306	-
50302	7227	CG32354	-
50305	7227	CG8012	-
50310	7227	CG8620	-
50315	7227	CG15212	-
50316	7227	CG15213	-
50320	7227	dpr12	defective proboscis extension response 12
50323	7227	CG15210	-
50344	7227	CG12479	-
50350	7227	CG12994	-
50356	7227	CG34401	-
50358	7227	Diedel3	Diedel 3
50363	7227	ksh	kish
50364	7227	CG13364	-
50365	7227	CG3713	-
50366	7227	CG14634	-
50373	7227	CG17776	-
50374	7227	CG17777	-
50378	7227	CG15577	-
50379	7227	CG15578	-
50380	7227	CG15579	-
50381	7227	mRpL33	mitochondrial ribosomal protein L33
50391	7227	Grip	Glutamate receptor binding protein
50392	7227	schlank	-
50395	7227	CG32736	-
50396	7227	CG15036	-
50397	7227	CG11368	-
50403	7227	CG12659	-
50405	7227	CG9034	-
50415	7227	CG15308	-
50416	7227	CG12643	-
50417	7227	Neb-cGP	-
50423	7227	CG13998	-
50424	7227	Muc26B	Mucin 26B
50428	7227	Sem1	Sem1 ortholog (S. cerevisiae)
50432	7227	Peritrophin-15b	-
50433	7227	Peritrophin-15a	-
50434	7227	CG32983	-
50437	7227	CG18662	-
50438	7227	CG18661	-
50441	7227	CG18666	-
50442	7227	CG14933	-
50446	7227	CG16978	-
50454	7227	CG15283	-
50456	7227	CG13245	-
50457	7227	CG34168	-
50458	7227	CG4440	-
50459	7227	CG6115	-
50463	7227	CG5693	-
50466	7227	CG10570	-
50467	7227	CG17325	-
50470	7227	CG12617	-
53425	7227	Alk	Anaplastic lymphoma kinase
53426	7227	ACXE	-
53427	7227	ACXB	-
53428	7227	wds	will die slowly
53431	7227	Best1	Bestrophin 1
53432	7227	ACXA	-
53433	7227	Vhl	von Hippel-Lindau
53434	7227	c12.2	-
53435	7227	c12.1	-
53436	7227	c11.1	-
53437	7227	Sulf1	Sulfated
53438	7227	RecQ4	RecQ4 helicase
53439	7227	pont	pontin
53442	7227	Spt5	-
53443	7227	SF2	Splicing factor 2
53444	7227	SC35	-
53445	7227	Roc1b	Regulator of cullins 1b
53446	7227	HGTX	-
53448	7227	meso18E	-
53471	7227	SP555	-
53472	7227	Aplip1	APP-like protein interacting protein 1
53473	7227	SP1029	-
53501	7227	Ugt86Dj	-
53502	7227	Ugt86Di	-
53503	7227	Ugt86Dh	-
53504	7227	Ugt86Dg	-
53506	7227	Ugt86De	-
53507	7227	Ugt86Dd	-
53508	7227	Ugt86Dc	-
53510	7227	Ugt86Da	-
53511	7227	Ugt36Bc	-
53512	7227	Ugt36Bb	-
53513	7227	Ugt36Ba	-
53515	7227	Myo28B1	Myosin 28B1
53516	7227	lectin-33A	-
53522	7227	lectin-46Cb	-
53523	7227	lectin-46Ca	-
53540	7227	CG3706	-
53541	7227	lectin-30A	-
53542	7227	lectin-28C	-
53543	7227	lectin-24A	-
53544	7227	CG42296	-
53546	7227	CG3021	-
53547	7227	lectin-29Ca	-
53550	7227	lectin-24Db	-
53552	7227	lectin-21Ca	-
53554	7227	krz	kurtz
53556	7227	dbo	diablo
53557	7227	esn	espinas
53558	7227	wun2	wunen-2
53560	7227	cic	capicua
53561	7227	cmet	CENP-meta
53562	7227	tara	taranis
53563	7227	gukh	GUK-holder
53564	7227	retinin	-
53565	7227	bor	belphegor
53566	7227	Kat60	Katanin 60
53567	7227	larp	La related protein
53569	7227	pins	partner of inscuteable
53573	7227	Ilk	Integrin linked kinase
53577	7227	Jafrac2	Thioredoxin peroxidase 2
53578	7227	Jafrac1	thioredoxin peroxidase 1
53579	7227	Dlip3	Dorsal interacting protein 3
53580	7227	Dlip1	Dorsal interacting protein 1
53581	7227	Gclc	Glutamate-cysteine ligase catalytic subunit
53583	7227	Ugt37c1	UDP-glycosyltransferase 37c1
53584	7227	Ugt37b1	UDP-glycosyltransferase 37b1
53585	7227	Debcl	Death executioner Bcl-2 homologue
53586	7227	Dhap-at	Dihydroxyacetone phosphate acyltransferase
59128	7227	CG15107	-
59137	7227	CG18735	-
59140	7227	CG18744	-
59141	7227	CG18745	-
59142	7227	CG18746	-
59143	7227	CG18747	-
59144	7227	CG18748	-
59145	7227	CG18754	-
59149	7227	CG18765	-
59150	7227	CG18766	-
59151	7227	mRpL36	mitochondrial ribosomal protein L36
59157	7227	Cpr65Ax2	Cuticular protein 65Ax2
59158	7227	Cpr65Au	Cuticular protein 65Au
59159	7227	Lcp65Ag3	Larval cuticle protein
59163	7227	CG18787	-
59164	7227	CG18788	-
59167	7227	OS9	Olfactory-specific 9
59169	7227	CG18808	-
59170	7227	CG18809	-
59171	7227	CG18810	-
59172	7227	Capr	Caprin
59173	7227	CG18812	-
59175	7227	CG18814	-
59176	7227	CG18815	-
59177	7227	Tsp42Eb	Tetraspanin 42Eb
59178	7227	Tsp42Ea	Tetraspanin 42Ea
59184	7227	CG18823	-
59214	7227	Or19a	Odorant receptor 19a
59215	7227	CG32164	-
59216	7227	CG32165	-
59217	7227	CG18869	-
59218	7227	CG18870	-
59223	7227	CG18769	-
59224	7227	CG17239	-
59225	7227	CG17234	-
59226	7227	CG17242	-
59227	7227	CG17376	-
59232	7227	CG16741	-
59233	7227	CG13713	-
59235	7227	Nplp3	Neuropeptide-like precursor 3
59239	7227	CG18764	-
59240	7227	GstD10	Glutathione S transferase D10
59241	7227	CG18530	-
59246	7227	CG18731	-
59247	7227	Zwilch	-
59253	7227	CG18508	-
59260	7227	Tgs1	Trimethylguanosine synthase 1 ortholog (H. sapiens)
59261	7227	CG3267	-
64867	7227	nol	no optic lobe
64872	7227	MESK4	Misexpression suppressor of KSR 4
64874	7227	eIF2D	eukaryotic translation initiation factor 2D
64875	7227	disco-r	disco-related
64877	7227	cpx	complexin
64879	7227	Adgf-A2	Adenosine deaminase-related growth factor A2
64880	7227	chico	-
117294	7227	Dsp1	Dorsal switch protein 1
117300	7227	clt	cricklet
117327	7227	Gr98b	Gustatory receptor 98b
117331	7227	VepD	Ventrally-expressed protein D
