geneid	taxid	debref	symbol	Full_name_from_nomenclature_authority
43750	7227	FBgn0039877	CG2118	-
43751	7227	FBgn0027620	Acf	ATP-dependent chromatin assembly factor large subunit
43753	7227	FBgn0039879	Ir100a	Ionotropic receptor 100a
43754	7227	FBgn0250755	CG42233	-
43755	7227	FBgn0039881	CG1971	-
43756	7227	FBgn0039882	CG11576	-
43757	7227	FBgn0266268	FeCH	Ferrochelatase
43758	7227	FBgn0039883	RhoGAP100F	Rho GTPase activating protein at 100F
43761	7227	FBgn0039886	CG2003	-
43762	7227	FBgn0039887	CG2053	-
43764	7227	FBgn0002780	mod	modulo
43765	7227	FBgn0002645	Map205	Microtubule-associated protein 205
43766	7227	FBgn0025740	PlexB	Plexin B
43767	7227	FBgn0004859	ci	cubitus interruptus
43768	7227	FBgn0017545	RpS3A	Ribosomal protein S3A
43769	7227	FBgn0085432	pan	pangolin
43770	7227	FBgn0011747	Ank	Ankyrin
43771	7227	FBgn0039889	Arl4	ADP ribosylation factor-like 4
43772	7227	FBgn0039890	CG2316	-
43774	7227	FBgn0051998	CG31998	-
43775	7227	FBgn0024811	Crk	Crk oncogene
43777	7227	FBgn0051999	CG31999	-
43779	7227	FBgn0039896	yellow-h	-
43780	7227	FBgn0039897	CG1674	-
43781	7227	FBgn0259216	RhoGAP102A	Rho GTPase activating protein at 102A
43782	7227	FBgn0042696	NfI	Nuclear factor I
43783	7227	FBgn0039900	Syt7	Synaptotagmin 7
43785	7227	FBgn0026777	Rad23	-
43786	7227	FBgn0039902	Zip102B	Zinc/iron regulated transporter-related protein 102B
43787	7227	FBgn0259214	PMCA	plasma membrane calcium ATPase
43788	7227	FBgn0039904	Hcf	Host cell factor
43789	7227	FBgn0262636	dati	datilografo
43791	7227	FBgn0039907	lgs	legless
43792	7227	FBgn0016126	CaMKI	Calcium/calmodulin-dependent protein kinase I
43793	7227	FBgn0026262	bip2	-
43794	7227	FBgn0039908	Asator	-
43795	7227	FBgn0004607	zfh2	Zn finger homeodomain 2
43796	7227	FBgn0026869	Thd1	-
43797	7227	FBgn0022361	Pur-alpha	Purine-rich binding protein-alpha
43798	7227	FBgn0039909	ND-49	NADH dehydrogenase (ubiquinone) 49 kDa subunit
43799	7227	FBgn0040324	Ephrin	-
43800	7227	FBgn0039911	CG1909	-
43803	7227	FBgn0025936	Eph	Eph receptor tyrosine kinase
43804	7227	FBgn0039914	mav	maverick
43805	7227	FBgn0039915	Gat	GABA transporter
43806	7227	FBgn0039916	Ekar	Eye-enriched kainate receptor
43808	7227	FBgn0051992	gw	gawky
43809	7227	FBgn0024728	Slip1	-
43810	7227	FBgn0039920	CG11360	-
43811	7227	FBgn0026199	myo	myoglianin
43812	7227	FBgn0005558	ey	eyeless
43814	7227	FBgn0005666	bt	bent
43816	7227	FBgn0039923	MED26	Mediator complex subunit 26
43819	7227	FBgn0002521	pho	pleiohomeotic
43820	7227	FBgn0039925	Kif3C	Kinesin family member 3C ortholog
43822	7227	FBgn0039927	CG11155	-
43823	7227	FBgn0013749	Arf102F	ADP ribosylation factor at 102F
43824	7227	FBgn0039928	Cals	Calsyntenin-1
43825	7227	FBgn0005561	sv	shaven
43826	7227	FBgn0024913	Actbeta	Activin-beta
43827	7227	FBgn0087002	Rfabg	Retinoid- and fatty acid-binding glycoprotein
43828	7227	FBgn0264607	CaMKII	Calcium/calmodulin-dependent protein kinase II
43829	7227	FBgn0010217	ATPsynbeta	ATP synthase, beta subunit
43830	7227	FBgn0039929	CG11076	-
43831	7227	FBgn0039930	CG11077	-
43832	7227	FBgn0025741	PlexA	Plexin A
43833	7227	FBgn0019650	toy	twin of eyeless
43835	7227	FBgn0039932	fuss	fussel
43836	7227	FBgn0052016	4E-T	eIF4E-Transporter
43838	7227	FBgn0019985	mGluR	metabotropic Glutamate Receptor
43839	7227	FBgn0023213	eIF4G	eukaryotic translation initiation factor 4G
43841	7227	FBgn0025726	unc-13	-
43842	7227	FBgn0039936	CG11148	-
43843	7227	FBgn0039937	fd102C	forkhead domain 102C
43844	7227	FBgn0039938	Sox102F	-
43845	7227	FBgn0039939	CG11231	-
43851	7227	FBgn0000009	A	-
43852	7227	FBgn0000008	a	arc
43856	7227	FBgn0261617	nej	nejire
43860	7227	FBgn0014158	eppy	-
43862	7227	FBgn0267791	HnRNP-K	Heterogeneous nuclear ribonucleoprotein K
43864	7227	FBgn0024733	RpL10	Ribosomal protein L10
43867	7227	FBgn0028550	Atf3	Activating transcription factor 3
43869	7227	FBgn0000077	amx	almondex
43870	7227	FBgn0000187	bis	-
43872	7227	FBgn0003137	Ppn	Papilin
43873	7227	FBgn0003204	ras	raspberry
43875	7227	FBgn0011829	Ret	Ret oncogene
43877	7227	FBgn0013711	muc	-
43880	7227	FBgn0014145	deg	-
43881	7227	FBgn0014148	dkn	-
43882	7227	FBgn0014164	fez	-
43883	7227	FBgn0014192	hrp	-
43884	7227	FBgn0014279	oho51	-
43885	7227	FBgn0014401	tru	-
43886	7227	FBgn0015554	ttp	-
43888	7227	FBgn0015906	atx	-
43889	7227	FBgn0015936	elg	-
43890	7227	FBgn0016050	obx	-
43891	7227	FBgn0016058	rtg	-
43892	7227	FBgn0085447	sif	still life
43895	7227	FBgn0020445	E23	Early gene at 23
43896	7227	FBgn0020554	cro	-
43897	7227	FBgn0020773	vid	-
43898	7227	FBgn0020792	pla	-
43900	7227	FBgn0021738	Crg-1	Circadianly Regulated Gene
43901	7227	FBgn0021760	chb	chromosome bows
43904	7227	FBgn0023169	AMPKalpha	AMP-activated protein kinase alpha subunit
43905	7227	FBgn0024187	syd	sunday driver
43906	7227	FBgn0003415	skd	skuld
43907	7227	FBgn0024240	eel	-
43908	7227	FBgn0024253	ami	-
43911	7227	FBgn0024602	oop	-
43912	7227	FBgn0025571	SF1	Splicing factor 1
43913	7227	FBgn0025592	Gyk	Glycerol kinase
43914	7227	FBgn0025744	maz	-
43916	7227	FBgn0026181	Rok	Rho kinase
43918	7227	FBgn0026197	noe	-
43919	7227	FBgn0026201	mog	-
43923	7227	FBgn0262870	axo	axotactin
43924	7227	FBgn0027339	jim	-
43926	7227	FBgn0028379	fan	farinelli
43927	7227	FBgn0028380	fal	falten
43928	7227	FBgn0028387	chm	chameau
43930	7227	FBgn0028573	prc	pericardin
43932	7227	FBgn0028973	yew	-
43934	7227	FBgn0029084	gom	gomdanji
43935	7227	FBgn0029147	NtR	-
43936	7227	FBgn0029155	Men-b	Malic enzyme b
43938	7227	FBgn0000318	cl	clot
43939	7227	FBgn0000403	Cy	-
43940	7227	FBgn0000648	fd	-
43941	7227	FBgn0002740	mh	-
43942	7227	FBgn0002974	nw	-
43943	7227	FBgn0003008	or	orange
43944	7227	FBgn0003321	sbr	small bristles
43946	7227	FBgn0261563	wb	wing blister
43947	7227	FBgn0004988	Bt	-
43949	7227	FBgn0010048	Hi	-
43950	7227	FBgn0010350	CdsA	CDP diglyceride synthetase
43951	7227	FBgn0011586	e(r)	enhancer of rudimentary
43952	7227	FBgn0013531	MED20	Mediator complex subunit 20
43953	7227	FBgn0013736	stld	-
43955	7227	FBgn0014369	osho	-
43956	7227	FBgn0015029	CU61	-
43958	7227	FBgn0015544	spag	spaghetti
43960	7227	FBgn0016973	toto	-
43972	7227	FBgn0023084	fldA	-
43973	7227	FBgn0023496	Lip1	Lipase 1
43974	7227	FBgn0024277	trio	-
43978	7227	FBgn0024314	Plap	Phospholipase A2 activator protein
43980	7227	FBgn0024740	Lip2	Lipase 2
43981	7227	FBgn0024807	DIP1	DISCO Interacting Protein 1
43982	7227	FBgn0024944	Oamb	Octopamine receptor in mushroom bodies
43984	7227	FBgn0067861	Sdic1	Sperm-specific dynein intermediate chain 1
43986	7227	FBgn0026194	pana	-
43988	7227	FBgn0026244	fret	-
43989	7227	FBgn0026247	fldB	-
43990	7227	FBgn0026361	Sep5	Septin 5
43991	7227	FBgn0026379	Pten	Phosphatase and tensin homolog
43997	7227	FBgn0028371	jbug	jitterbug
43999	7227	FBgn0028978	trbl	tribbles
44000	7227	FBgn0028982	Spt6	-
44001	7227	FBgn0029118	Sucb	-
44002	7227	FBgn0029121	Sras	severas
44005	7227	FBgn0029148	NHP2	-
44006	7227	FBgn0029172	Fad2	-
44007	7227	FBgn0029502	COQ7	-
44008	7227	FBgn0001187	Hex-C	Hexokinase C
44009	7227	FBgn0003047	pcv	-
44010	7227	FBgn0003076	Pgm	phosphoglucose mutase
44011	7227	FBgn0003174	pwn	pawn
44012	7227	FBgn0003352	seg	-
44013	7227	FBgn0086906	sls	sallimus
44014	7227	FBgn0003464	sol	small optic lobes
44015	7227	FBgn0003914	U	-
44017	7227	FBgn0004719	ads	-
44018	7227	FBgn0004878	cas	castor
44019	7227	FBgn0005004	dcm	-
44020	7227	FBgn0005110	Hup	-
44021	7227	FBgn0005322	nmd	no mitochondrial derivative
44025	7227	FBgn0010353	Nc94B	-
44027	7227	FBgn0010575	sbb	scribbler
44029	7227	FBgn0010774	Ref1	RNA and export factor binding protein 1
44030	7227	FBgn0010909	msn	misshapen
44033	7227	FBgn0013281	Inr-A	-
44034	7227	FBgn0013521	l(1)x	-
44035	7227	FBgn0013734	spb	-
44038	7227	FBgn0014000	Hf	Helical Factor
44039	7227	FBgn0267698	Pak	p21-activated kinase
44041	7227	FBgn0014193	hty	-
44043	7227	FBgn0014370	ost	-
44044	7227	FBgn0014378	raz	-
44045	7227	FBgn0014381	rip	-
44046	7227	FBgn0014391	sun	stunted
44050	7227	FBgn0014860	Lcch2	-
44051	7227	FBgn0014970	jal	-
44052	7227	FBgn0015296	Shc	SHC-adaptor protein
44054	7227	FBgn0267384	Ubc7	Ubiquitin conjugating enzyme 7
44055	7227	FBgn0015547	srg	-
44056	7227	FBgn0015552	teg	-
44058	7227	FBgn0015663	Dot	Dorothy
44059	7227	FBgn0086710	RpL30	Ribosomal protein L30
44063	7227	FBgn0016082	ynd	-
44064	7227	FBgn0017610	Grt	-
44066	7227	FBgn0019683	mng	-
44067	7227	FBgn0019805	ifx	-
44071	7227	FBgn0267488	Mcr	Macroglobulin complement-related
44072	7227	FBgn0020255	Ran	-
44073	7227	FBgn0020260	peo	-
44074	7227	FBgn0020265	oap	-
44079	7227	FBgn0020508	Ag5r2	Antigen 5-related 2
44082	7227	FBgn0020776	tondo	-
44083	7227	FBgn0020777	tak	-
44084	7227	FBgn0020863	chi	-
44086	7227	FBgn0021825	DCTN2-p50	Dynactin 2, p50 subunit
44087	7227	FBgn0021995	Rs1	-
44088	7227	FBgn0022336	dc	-
44090	7227	FBgn0022765	Scf	-
44094	7227	FBgn0023183	Ocu	-
44095	7227	FBgn0023441	fus	fusilli
44096	7227	FBgn0024179	wit	wishful thinking
44097	7227	FBgn0024189	sns	sticks and stones
44098	7227	FBgn0024194	rasp	-
44099	7227	FBgn0024231	grr	-
44100	7227	FBgn0067864	Patj	-
44104	7227	FBgn0024615	nate	-
44105	7227	FBgn0024687	jok	-
44108	7227	FBgn0025360	Optix	-
44109	7227	FBgn0025730	tbi	-
44110	7227	FBgn0025814	Mgstl	Microsomal glutathione S-transferase-like
44111	7227	FBgn0030018	slpr	slipper
44115	7227	FBgn0026376	Rgl	Ral guanine nucleotide dissociation stimulator-like ortholog (M. musculus)
44117	7227	FBgn0027348	bgm	bubblegum
44118	7227	FBgn0264848	vih	vihar
44120	7227	FBgn0028384	cof	-
44121	7227	FBgn0028396	TotA	Turandot A
44122	7227	FBgn0028571	ren	-
44123	7227	FBgn0028643	bls	-
44125	7227	FBgn0028738	ETH	Ecdysis triggering hormone
44126	7227	FBgn0266429	AstA-R1	Allatostatin A receptor 1
44127	7227	FBgn0029003	mab-21	-
44128	7227	FBgn0085470	lmgB	lemming B
44129	7227	FBgn0029082	hbs	hibris
44131	7227	FBgn0029152	Mkrn1	Makorin 1
44132	7227	FBgn0029161	slmo	slowmo
44133	7227	FBgn0000144	At	-
44134	7227	FBgn0000240	bv	-
44135	7227	FBgn0000451	ect	ectodermal
44136	7227	FBgn0000544	ecl	-
44137	7227	FBgn0000696	fltB	-
44141	7227	FBgn0002847	msf	-
44142	7227	FBgn0003242	Rf	-
44143	7227	FBgn0003431	slrp	-
44144	7227	FBgn0003544	stw	-
44146	7227	FBgn0004408	tnk	-
44147	7227	FBgn0005030	ef	-
44148	7227	FBgn0005778	PpD5	Protein phosphatase D5
44149	7227	FBgn0010100	Acon	Aconitase
44150	7227	FBgn0010198	RpS15Aa	Ribosomal protein S15Aa
44154	7227	FBgn0010611	Hmgs	HMG Coenzyme A synthase
44155	7227	FBgn0010620	CG10939	-
44158	7227	FBgn0013443	fos84E	-
44160	7227	FBgn0003654	sw	short wing
44164	7227	FBgn0014180	grb	-
44166	7227	FBgn0014272	l(2)talc	-
44167	7227	FBgn0014367	nok	-
44170	7227	FBgn0014959	fod	-
44172	7227	FBgn0015372	RabX1	-
44173	7227	FBgn0015393	hoip	hoi-polloi
44175	7227	FBgn0015536	ros	-
44180	7227	FBgn0015728	Etr1	-
44181	7227	FBgn0015738	I-55	-
44183	7227	FBgn0015808	ScpX	Sterol carrier protein X-related thiolase
44187	7227	FBgn0015955	l(1)5ABa	-
44189	7227	FBgn0016927	smi26D	-
44190	7227	FBgn0016928	smi27E	-
44191	7227	FBgn0016929	smi28E	-
44192	7227	FBgn0016931	smi45E	-
44193	7227	FBgn0016932	smi51A	-
44195	7227	FBgn0016934	smi61A	-
44196	7227	FBgn0016935	smi65A	-
44197	7227	FBgn0016936	smi79E	-
44199	7227	FBgn0016938	smi98B	-
44200	7227	FBgn0016945	tilA	-
44201	7227	FBgn0016946	tilC	-
44202	7227	FBgn0016947	tilD	-
44205	7227	FBgn0016977	spen	split ends
44206	7227	FBgn0016988	oho48E	-
44207	7227	FBgn0017567	ND-23	NADH dehydrogenase (ubiquinone) 23 kDa subunit
44218	7227	FBgn0020345	Clch	-
44219	7227	FBgn0020377	Sr-CII	Scavenger receptor class C, type II
44224	7227	FBgn0020859	cv-3	-
44226	7227	FBgn0021872	Xbp1	X box binding protein-1
44228	7227	FBgn0021967	ND-PDSW	NADH dehydrogenase (ubiquinone) PDSW subunit
44231	7227	FBgn0022321	l(1)B6.1	-
44233	7227	FBgn0023083	fray	frayed
44235	7227	FBgn0023097	bon	bonus
44238	7227	FBgn0024191	sip1	septin interacting protein 1
44239	7227	FBgn0024197	quag	-
44241	7227	FBgn0024309	SM-20d	-
44246	7227	FBgn0024600	roam	-
44247	7227	FBgn0024686	knax	-
44248	7227	FBgn0024691	fsf	-
44249	7227	FBgn0024697	dalm2	-
44250	7227	FBgn0024698	Cpsf160	Cleavage and polyadenylation specificity factor 160
44251	7227	FBgn0261602	RpL8	Ribosomal protein L8
44252	7227	FBgn0025474	qkr58C	-
44253	7227	FBgn0025518	fliH	-
44254	7227	FBgn0025525	bab2	bric a brac 2
44257	7227	FBgn0026165	sur	-
44258	7227	FBgn0261552	ps	pasilla
44259	7227	FBgn0261530	nbs	-
44260	7227	FBgn0026250	eIF-1A	Eukaryotic initiation factor 1A
44261	7227	FBgn0026259	eIF5B	-
44263	7227	FBgn0026369	Sara	Smad anchor for receptor activation
44266	7227	FBgn0265274	Inx3	Innexin 3
44268	7227	FBgn0028561	sut3	sugar transporter 3
44269	7227	FBgn0028562	sut2	sugar transporter 2
44270	7227	FBgn0028564	slug	-
44271	7227	FBgn0028974	xmas-2	-
44272	7227	FBgn0028979	tio	tiptop
44273	7227	FBgn0029005	limber	-
44274	7227	FBgn0029088	disp	dispatched
44275	7227	FBgn0029123	SoxN	SoxNeuro
44276	7227	FBgn0029501	Crtp	Caldesmon-related protein
44277	7227	FBgn0000019	abr	-
44279	7227	FBgn0000119	arr	arrow
44281	7227	FBgn0000583	eql	-
44282	7227	FBgn0000585	err	-
44283	7227	FBgn0000614	Ext	-
44284	7227	FBgn0000697	fltC	-
44285	7227	FBgn0000698	fltD	-
44286	7227	FBgn0000699	fltE	-
44287	7227	FBgn0000700	fltF	-
44288	7227	FBgn0000701	fltG	-
44289	7227	FBgn0000711	flw	flapwing
44290	7227	FBgn0001184	hdp-b	-
44291	7227	FBgn0001248	Idh	Isocitrate dehydrogenase
44292	7227	FBgn0001273	irreD	-
44293	7227	FBgn0001278	J	-
44294	7227	FBgn0002597	M(2)31A	-
44295	7227	FBgn0002747	min	-
44296	7227	FBgn0002770	mk	-
44297	7227	FBgn0259175	ome	omega
44299	7227	FBgn0003424	slgB	-
44301	7227	FBgn0003669	tbd	-
44302	7227	FBgn0003897	tur	-
44304	7227	FBgn0003973	ven	-
44305	7227	FBgn0003994	vtw	-
44307	7227	FBgn0262736	Vha16-1	Vacuolar H[+] ATPase 16kD subunit 1
44309	7227	FBgn0004696	vt	-
44310	7227	FBgn0005000	crs	-
44311	7227	FBgn0005104	gusC	-
44312	7227	FBgn0005382	ggy	-
44313	7227	FBgn0005383	Gtd	-
44315	7227	FBgn0005683	pie	pineapple eye
44317	7227	FBgn0010014	CanB	Calcineurin B
44319	7227	FBgn0010168	ret	-
44323	7227	FBgn0011574	Csr	-
44324	7227	FBgn0011581	Ms	Myosuppressin
44325	7227	FBgn0011646	Low	-
44326	7227	FBgn0011787	mRpL12	mitochondrial ribosomal protein L12
44331	7227	FBgn0013339	Spf	-
44333	7227	FBgn0013478	l(1)1P2	-
44334	7227	FBgn0013482	l(1)3P5	-
44335	7227	FBgn0013495	l(1)HA6	-
44336	7227	FBgn0013499	l(1)LB5	-
44337	7227	FBgn0013507	l(1)U10	-
44338	7227	FBgn0013558	l(3)2	-
44339	7227	FBgn0013983	imd	immune deficiency
44340	7227	FBgn0013994	Nc98F	-
44341	7227	FBgn0014146	dfk	-
44343	7227	FBgn0014262	l(2)X	-
44345	7227	FBgn0014394	tete	-
44346	7227	FBgn0014400	trimmed	-
44349	7227	FBgn0014998	tlr-2	-
44350	7227	FBgn0015023	Chn	-
44351	7227	FBgn0015219	Eig4F	-
44352	7227	FBgn0015263	Mst23Ea	-
44353	7227	FBgn0015295	Shark	SH2 ankyrin repeat kinase
44354	7227	FBgn0015365	biz	-
44355	7227	FBgn0015380	drl	derailed
44356	7227	FBgn0015427	l(1)1Fg	-
44357	7227	FBgn0015428	l(1)1Fh	-
44358	7227	FBgn0015526	pdg	-
44359	7227	FBgn0015541	sda	slamdance
44360	7227	FBgn0015794	Rab18	-
44363	7227	FBgn0015956	l(1)6Ef	-
44364	7227	FBgn0015957	l(1)6Fd	-
44367	7227	FBgn0016736	SR3-6	-
44369	7227	FBgn0016997	limbo	-
44377	7227	FBgn0019970	Indf	-
44378	7227	FBgn0020263	oro	-
44379	7227	FBgn0020271	moa	-
44380	7227	FBgn0263773	fok	fledgling of Klp38B
44381	7227	FBgn0020371	Tim17b2	Translocase inner membrane 17
44382	7227	FBgn0020376	Sr-CIII	Scavenger receptor class C, type III
44385	7227	FBgn0020612	Ufo	-
44387	7227	FBgn0020847	l(1)3Db	-
44388	7227	FBgn0020867	auk	-
44389	7227	FBgn0021757	bub	-
44390	7227	FBgn0021906	RFeSP	Rieske iron-sulfur protein
44391	7227	FBgn0022069	Nnp-1	-
44392	7227	FBgn0022246	Rpp30	RNaseP protein p30
44393	7227	FBgn0022286	l(2)254	-
44394	7227	FBgn0022305	l(1)L35.1	-
44395	7227	FBgn0022307	l(1)L19.1	-
44396	7227	FBgn0022310	l(1)J67.3	-
44397	7227	FBgn0022313	l(1)H22.1	-
44398	7227	FBgn0022314	l(1)D47.6	-
44399	7227	FBgn0022323	l(1)B22.5	-
44400	7227	FBgn0022324	l(1)B10.2	-
44401	7227	FBgn0022325	l(1)A36.3	-
44402	7227	FBgn0022734	l(1)3Ai	-
44409	7227	FBgn0022942	Cbp80	cap binding protein 80
44410	7227	FBgn0022995	ned	-
44411	7227	FBgn0023045	l(1)3Bg	-
44412	7227	FBgn0023046	l(1)3Aq	-
44413	7227	FBgn0023047	l(1)3Ap	-
44414	7227	FBgn0023048	l(1)3Ao	-
44415	7227	FBgn0023049	l(1)3An	-
44416	7227	FBgn0023050	l(1)3Am	-
44417	7227	FBgn0023051	l(1)3Al	-
44418	7227	FBgn0023052	l(1)3Ak	-
44419	7227	FBgn0023053	l(1)3Aj	-
44420	7227	FBgn0023056	l(1)2Fg	-
44421	7227	FBgn0023057	l(1)2Ff	-
44422	7227	FBgn0023058	l(1)2Ed	-
44423	7227	FBgn0023059	l(1)2Ec	-
44424	7227	FBgn0023060	l(1)2Dm	-
44425	7227	FBgn0023061	l(1)2Dl	-
44426	7227	FBgn0023062	l(1)2Dk	-
44427	7227	FBgn0023063	l(1)2Dj	-
44428	7227	FBgn0023071	l(1)1Eg	-
44431	7227	FBgn0024208	obk	-
44432	7227	FBgn0024222	IKKbeta	I-kappaB kinase beta
44433	7227	FBgn0024230	Hs2st	Heparan sulfate 2-O-sulfotransferase
44437	7227	FBgn0024509	Sec13	Sec13 ortholog (S. cerevisiae)
44438	7227	FBgn0024556	EfTuM	Elongation factor Tu mitochondrial
44441	7227	FBgn0025109	Bem46	-
44446	7227	FBgn0025825	HDAC3	Histone deacetylase 3
44448	7227	FBgn0263289	scrib	scribbled
44451	7227	FBgn0026441	ear	ENL/AF9-related
44474	7227	FBgn0027337	l(1)2Cg	-
44481	7227	FBgn0028415	Met75Cb	-
44482	7227	FBgn0028416	Met75Ca	-
44483	7227	FBgn0028422	GluRIID	Glutamate receptor IID
44484	7227	FBgn0264000	GluRIB	Glutamate receptor IB
44496	7227	FBgn0029113	Uba2	Ubiquitin activating enzyme 2
44497	7227	FBgn0029114	Tollo	-
44498	7227	FBgn0029117	Surf1	Surfeit 1
44501	7227	FBgn0000059	ag	-
44502	7227	FBgn0000074	amb	-
44503	7227	FBgn0000112	ar	-
44504	7227	FBgn0000178	bhe	-
44505	7227	FBgn0283451	br	broad
44506	7227	FBgn0000214	brc	-
44508	7227	FBgn0000310	cho	-
44509	7227	FBgn0000329	clw	-
44510	7227	FBgn0000394	cv	crossveinless
44511	7227	FBgn0000421	dd	-
44512	7227	FBgn0000475	dn	-
44513	7227	FBgn0261363	PPO3	Prophenoloxidase 3
44514	7227	FBgn0000632	fap	-
44518	7227	FBgn0001274	Is	-
44519	7227	FBgn0001307	Ki	-
44520	7227	FBgn0001582	l(1)C	-
44521	7227	FBgn0002523	lac	-
44522	7227	FBgn0002543	robo2	roundabout 2
44524	7227	FBgn0002701	mdl	-
44525	7227	FBgn0002792	MR	-
44527	7227	FBgn0002946	nob	-
44528	7227	FBgn0003156	pt	-
44529	7227	FBgn0003159	CG2841	-
44530	7227	FBgn0003208	gua1	-
44531	7227	FBgn0266098	rg	rugose
44534	7227	FBgn0003314	sam	-
44535	7227	FBgn0003420	slc	-
44537	7227	FBgn0003873	Tu	-
44538	7227	FBgn0003952	ung	-
44539	7227	FBgn0003990	vs	-
44540	7227	FBgn0004198	ct	cut
44542	7227	FBgn0004613	Wk	-
44543	7227	FBgn0004875	enc	encore
44544	7227	FBgn0004914	Hnf4	Hepatocyte nuclear factor 4
44545	7227	FBgn0005398	pch	-
44546	7227	FBgn0005433	l(1)v3	-
44547	7227	FBgn0005628	flam	-
44548	7227	FBgn0005630	lola	longitudinals lacking
44549	7227	FBgn0010119	l(1)2Db	-
44550	7227	FBgn0010120	l(1)2Dc	-
44551	7227	FBgn0010374	uni	-
44552	7227	FBgn0011237	ptl	-
44554	7227	FBgn0011566	Bzd	Buzidau
44566	7227	FBgn0013483	l(1)3PP4	-
44567	7227	FBgn0013491	l(1)8PP9	-
44573	7227	FBgn0013987	MAPk-Ak2	MAP kinase activated protein-kinase-2
44585	7227	FBgn0014211	l(2)31Aa	-
44586	7227	FBgn0014212	l(2)31Ab	-
44587	7227	FBgn0014214	l(2)31Bb	-
44588	7227	FBgn0014215	l(2)31Bc	-
44589	7227	FBgn0014216	l(2)31Ca	-
44590	7227	FBgn0014217	l(2)31Cb	-
44591	7227	FBgn0014218	l(2)31Da	-
44592	7227	FBgn0014219	l(2)31Db	-
44593	7227	FBgn0014223	l(2)31Eb	-
44594	7227	FBgn0014224	l(2)31Ec	-
44595	7227	FBgn0014225	l(2)31Ed	-
44596	7227	FBgn0014226	l(2)31Ee	-
44597	7227	FBgn0014227	l(2)31Ef	-
44598	7227	FBgn0014228	l(2)31Eg	-
44599	7227	FBgn0014229	l(2)31Ej	-
44601	7227	FBgn0014231	l(2)31En	-
44602	7227	FBgn0014232	l(2)31Eo	-
44603	7227	FBgn0014240	l(2)32Aa	-
44604	7227	FBgn0014302	l(3)94Fa	-
44605	7227	FBgn0014322	l(3)ry15	-
44606	7227	FBgn0014325	l(3)ry50	-
44607	7227	FBgn0014327	l(3)ry60	-
44608	7227	FBgn0014328	l(3)ry73	-
44609	7227	FBgn0014329	l(3)ry74	-
44610	7227	FBgn0014330	l(3)ry84	-
44611	7227	FBgn0014331	l(3)ry87	-
44612	7227	FBgn0014332	l(3)ry98	-
44613	7227	FBgn0014333	l(3)ry99	-
44615	7227	FBgn0014379	rdgE	-
44620	7227	FBgn0014903	CG14630	-
44631	7227	FBgn0015010	Ag5r	Antigen 5-related
44632	7227	FBgn0015034	Cyp4e1	Cytochrome P450-4e1
44633	7227	FBgn0015231	God	-
44637	7227	FBgn0015376	cutlet	-
44638	7227	FBgn0015445	l(1)7Do	-
44639	7227	FBgn0015446	l(1)7Fg	-
44640	7227	FBgn0015449	l(1)9Fi	-
44641	7227	FBgn0015450	l(1)9Fj	-
44642	7227	FBgn0015589	Apc	APC-like
44643	7227	FBgn0015622	Cnx99A	Calnexin 99A
44645	7227	FBgn0015725	Eig82F	-
44646	7227	FBgn0015761	Mei66F	-
44652	7227	FBgn0015928	dfc	-
44653	7227	FBgn0259745	wech	-
44654	7227	FBgn0015943	furrow	-
44655	7227	FBgn0015969	l(2)55Da	-
44656	7227	FBgn0015970	l(2)55Db	-
44657	7227	FBgn0016003	l(3)61Da	-
44658	7227	FBgn0016023	l(3)87Em	-
44660	7227	FBgn0016080	xmas-1	-
44663	7227	FBgn0016768	l(1)1Bl	-
44668	7227	FBgn0261933	SmD1	Small ribonucleoprotein particle protein SmD1
44669	7227	FBgn0259938	cwo	clockwork orange
44670	7227	FBgn0016998	len	-
44672	7227	FBgn0017581	Lk6	Lk6 kinase
44674	7227	FBgn0019689	l(3)92Eb	-
44675	7227	FBgn0019772	l(1)47	-
44676	7227	FBgn0019773	l(1)38	-
44679	7227	FBgn0035909	ergic53	-
44688	7227	FBgn0020817	l(3)98Dm	-
44689	7227	FBgn0020818	l(3)98Dl	-
44690	7227	FBgn0020819	l(3)98Dk	-
44691	7227	FBgn0020820	l(3)98Dj	-
44692	7227	FBgn0020821	l(3)98Di	-
44693	7227	FBgn0020822	l(3)98Dh	-
44694	7227	FBgn0020823	l(3)98Dd	-
44695	7227	FBgn0020824	l(3)98Dc	-
44696	7227	FBgn0020825	l(3)98Da	-
44697	7227	FBgn0020831	l(2)PW27	-
44698	7227	FBgn0020865	cass	-
44699	7227	FBgn0021756	blis	-
44701	7227	FBgn0021944	Coprox	Coproporphyrinogen oxidase
44702	7227	FBgn0022097	Vha36-1	Vacuolar H[+] ATPase 36kD subunit 1
44703	7227	FBgn0022238	lolal	lola like
44704	7227	FBgn0022299	l(1)M120.1	-
44705	7227	FBgn0022300	l(1)L9.8	-
44709	7227	FBgn0023024	l(3)82Ca	-
44711	7227	FBgn0023033	l(2)46Ej	-
44712	7227	FBgn0023034	l(2)46Ei	-
44714	7227	FBgn0023036	l(2)46Eg	-
44717	7227	FBgn0023054	l(1)3ABb	-
44718	7227	FBgn0023055	l(1)3ABa	-
44719	7227	FBgn0023072	l(1)1Aj	-
44721	7227	FBgn0023429	l(3)98Fa	-
44722	7227	FBgn0023432	l(2)55Ca	-
44723	7227	FBgn0023434	l(2)21Bf	-
